Year,hg/ha_yield,avg_temp,pesticides_tonnes,cluster,norm_yield,norm_temp,temp_binned,yield_bins,decade
2002,16807,26.79,42482.56,1,0.025474241860047486,0.5644820295983077,Medium,Medium,2000
2002,16807,24.91,42482.56,1,0.025474241860047486,0.16701902748414366,Low,Medium,2000
2002,16807,25.76,42482.56,1,0.025474241860047486,0.3467230443974625,Medium,Medium,2000
2002,16807,26.55,42482.56,1,0.025474241860047486,0.5137420718816061,Medium,Medium,2000
2002,16807,26.63,42482.56,1,0.025474241860047486,0.530655391120507,Medium,Medium,2000
2002,16807,26.7,42482.56,1,0.025474241860047486,0.545454545454545,Medium,Medium,2000
2002,16807,27.67,42482.56,1,0.025474241860047486,0.750528541226215,High,Medium,2000
2002,16807,26.15,42482.56,1,0.025474241860047486,0.4291754756871029,Medium,Medium,2000
2002,16807,27.03,42482.56,1,0.025474241860047486,0.6152219873150102,Medium,Medium,2000
2002,16807,26.12,42482.56,1,0.025474241860047486,0.4228329809725153,Medium,Medium,2000
2002,16807,26.75,42482.56,1,0.025474241860047486,0.5560253699788582,Medium,Medium,2000
2002,16807,26.06,42482.56,1,0.025474241860047486,0.41014799154333925,Medium,Medium,2000
2002,16807,25.58,42482.56,1,0.025474241860047486,0.3086680761099361,Low,Medium,2000
2002,16807,27.15,42482.56,1,0.025474241860047486,0.6405919661733606,Medium,Medium,2000
2002,16807,25.07,42482.56,1,0.025474241860047486,0.20084566596194442,Low,Medium,2000
2002,16807,27.35,42482.56,1,0.025474241860047486,0.6828752642706126,High,Medium,2000
2002,16807,26.49,42482.56,1,0.025474241860047486,0.5010570824524301,Medium,Medium,2000
2002,194173,26.66,42482.56,1,0.4938823262213561,0.5369978858350946,Medium,Very High,2000
2002,194173,27.72,42482.56,1,0.4938823262213561,0.7610993657505274,High,Very High,2000
2002,194173,26.79,42482.56,1,0.4938823262213561,0.5644820295983077,Medium,Very High,2000
2002,194173,24.91,42482.56,1,0.4938823262213561,0.16701902748414366,Low,Very High,2000
2002,194173,25.76,42482.56,1,0.4938823262213561,0.3467230443974625,Medium,Very High,2000
2002,194173,26.55,42482.56,1,0.4938823262213561,0.5137420718816061,Medium,Very High,2000
2002,194173,26.63,42482.56,1,0.4938823262213561,0.530655391120507,Medium,Very High,2000
2002,194173,26.7,42482.56,1,0.4938823262213561,0.545454545454545,Medium,Very High,2000
2002,194173,27.67,42482.56,1,0.4938823262213561,0.750528541226215,High,Very High,2000
2002,194173,26.15,42482.56,1,0.4938823262213561,0.4291754756871029,Medium,Very High,2000
2002,194173,27.03,42482.56,1,0.4938823262213561,0.6152219873150102,Medium,Very High,2000
2002,194173,26.12,42482.56,1,0.4938823262213561,0.4228329809725153,Medium,Very High,2000
2002,194173,26.75,42482.56,1,0.4938823262213561,0.5560253699788582,Medium,Very High,2000
2002,194173,26.06,42482.56,1,0.4938823262213561,0.41014799154333925,Medium,Very High,2000
2002,194173,25.58,42482.56,1,0.4938823262213561,0.3086680761099361,Low,Very High,2000
2002,194173,27.15,42482.56,1,0.4938823262213561,0.6405919661733606,Medium,Very High,2000
2002,194173,25.07,42482.56,1,0.4938823262213561,0.20084566596194442,Low,Very High,2000
2002,194173,27.35,42482.56,1,0.4938823262213561,0.6828752642706126,High,Very High,2000
2002,194173,26.49,42482.56,1,0.4938823262213561,0.5010570824524301,Medium,Very High,2000
2002,26163,26.66,42482.56,1,0.05018261909855094,0.5369978858350946,Medium,Medium,2000
2002,26163,27.72,42482.56,1,0.05018261909855094,0.7610993657505274,High,Medium,2000
2002,26163,26.79,42482.56,1,0.05018261909855094,0.5644820295983077,Medium,Medium,2000
2002,26163,24.91,42482.56,1,0.05018261909855094,0.16701902748414366,Low,Medium,2000
2002,26163,25.76,42482.56,1,0.05018261909855094,0.3467230443974625,Medium,Medium,2000
2002,26163,26.55,42482.56,1,0.05018261909855094,0.5137420718816061,Medium,Medium,2000
2002,26163,26.63,42482.56,1,0.05018261909855094,0.530655391120507,Medium,Medium,2000
2002,26163,26.7,42482.56,1,0.05018261909855094,0.545454545454545,Medium,Medium,2000
2002,26163,27.67,42482.56,1,0.05018261909855094,0.750528541226215,High,Medium,2000
2002,26163,26.15,42482.56,1,0.05018261909855094,0.4291754756871029,Medium,Medium,2000
2002,26163,27.03,42482.56,1,0.05018261909855094,0.6152219873150102,Medium,Medium,2000
2002,26163,26.12,42482.56,1,0.05018261909855094,0.4228329809725153,Medium,Medium,2000
2002,26163,26.75,42482.56,1,0.05018261909855094,0.5560253699788582,Medium,Medium,2000
2002,26163,26.06,42482.56,1,0.05018261909855094,0.41014799154333925,Medium,Medium,2000
2002,26163,25.58,42482.56,1,0.05018261909855094,0.3086680761099361,Low,Medium,2000
2002,26163,27.15,42482.56,1,0.05018261909855094,0.6405919661733606,Medium,Medium,2000
2002,26163,25.07,42482.56,1,0.05018261909855094,0.20084566596194442,Low,Medium,2000
2002,26163,27.35,42482.56,1,0.05018261909855094,0.6828752642706126,High,Medium,2000
2002,26163,26.49,42482.56,1,0.05018261909855094,0.5010570824524301,Medium,Medium,2000
2002,7602,26.66,42482.56,1,0.0011646424072445545,0.5369978858350946,Medium,Low,2000
2002,7602,27.72,42482.56,1,0.0011646424072445545,0.7610993657505274,High,Low,2000
2002,7602,26.79,42482.56,1,0.0011646424072445545,0.5644820295983077,Medium,Low,2000
2002,7602,24.91,42482.56,1,0.0011646424072445545,0.16701902748414366,Low,Low,2000
2002,7602,25.76,42482.56,1,0.0011646424072445545,0.3467230443974625,Medium,Low,2000
2002,7602,26.55,42482.56,1,0.0011646424072445545,0.5137420718816061,Medium,Low,2000
2002,7602,26.63,42482.56,1,0.0011646424072445545,0.530655391120507,Medium,Low,2000
2002,7602,26.7,42482.56,1,0.0011646424072445545,0.545454545454545,Medium,Low,2000
2002,7602,27.67,42482.56,1,0.0011646424072445545,0.750528541226215,High,Low,2000
2002,7602,26.15,42482.56,1,0.0011646424072445545,0.4291754756871029,Medium,Low,2000
2002,7602,27.03,42482.56,1,0.0011646424072445545,0.6152219873150102,Medium,Low,2000
2002,7602,26.12,42482.56,1,0.0011646424072445545,0.4228329809725153,Medium,Low,2000
2002,7602,26.75,42482.56,1,0.0011646424072445545,0.5560253699788582,Medium,Low,2000
2002,7602,26.06,42482.56,1,0.0011646424072445545,0.41014799154333925,Medium,Low,2000
2002,7602,25.58,42482.56,1,0.0011646424072445545,0.3086680761099361,Low,Low,2000
2002,7602,27.15,42482.56,1,0.0011646424072445545,0.6405919661733606,Medium,Low,2000
2002,7602,25.07,42482.56,1,0.0011646424072445545,0.20084566596194442,Low,Low,2000
2002,7602,27.35,42482.56,1,0.0011646424072445545,0.6828752642706126,High,Low,2000
2002,7602,26.49,42482.56,1,0.0011646424072445545,0.5010570824524301,Medium,Low,2000
2002,7624,26.66,42482.56,1,0.0012227424819823765,0.5369978858350946,Medium,Low,2000
2002,7624,27.72,42482.56,1,0.0012227424819823765,0.7610993657505274,High,Low,2000
2002,7624,26.79,42482.56,1,0.0012227424819823765,0.5644820295983077,Medium,Low,2000
2002,7624,24.91,42482.56,1,0.0012227424819823765,0.16701902748414366,Low,Low,2000
2002,7624,25.76,42482.56,1,0.0012227424819823765,0.3467230443974625,Medium,Low,2000
2002,7624,26.55,42482.56,1,0.0012227424819823765,0.5137420718816061,Medium,Low,2000
2002,7624,26.63,42482.56,1,0.0012227424819823765,0.530655391120507,Medium,Low,2000
2002,7624,26.7,42482.56,1,0.0012227424819823765,0.545454545454545,Medium,Low,2000
2002,7624,27.67,42482.56,1,0.0012227424819823765,0.750528541226215,High,Low,2000
2002,7624,26.15,42482.56,1,0.0012227424819823765,0.4291754756871029,Medium,Low,2000
2002,7624,27.03,42482.56,1,0.0012227424819823765,0.6152219873150102,Medium,Low,2000
2002,7624,26.12,42482.56,1,0.0012227424819823765,0.4228329809725153,Medium,Low,2000
2002,7624,26.75,42482.56,1,0.0012227424819823765,0.5560253699788582,Medium,Low,2000
2002,7624,26.06,42482.56,1,0.0012227424819823765,0.41014799154333925,Medium,Low,2000
2002,7624,25.58,42482.56,1,0.0012227424819823765,0.3086680761099361,Low,Low,2000
2002,7624,27.15,42482.56,1,0.0012227424819823765,0.6405919661733606,Medium,Low,2000
2002,7624,25.07,42482.56,1,0.0012227424819823765,0.20084566596194442,Low,Low,2000
2002,7624,27.35,42482.56,1,0.0012227424819823765,0.6828752642706126,High,Low,2000
2002,7624,26.49,42482.56,1,0.0012227424819823765,0.5010570824524301,Medium,Low,2000
2002,85694,26.66,42482.56,1,0.20739878042661303,0.5369978858350946,Medium,High,2000
2002,85694,27.72,42482.56,1,0.20739878042661303,0.7610993657505274,High,High,2000
2002,85694,26.79,42482.56,1,0.20739878042661303,0.5644820295983077,Medium,High,2000
2002,85694,24.91,42482.56,1,0.20739878042661303,0.16701902748414366,Low,High,2000
2002,85694,25.76,42482.56,1,0.20739878042661303,0.3467230443974625,Medium,High,2000
2002,85694,26.55,42482.56,1,0.20739878042661303,0.5137420718816061,Medium,High,2000
2002,85694,26.63,42482.56,1,0.20739878042661303,0.530655391120507,Medium,High,2000
2002,85694,26.7,42482.56,1,0.20739878042661303,0.545454545454545,Medium,High,2000
2002,85694,27.67,42482.56,1,0.20739878042661303,0.750528541226215,High,High,2000
2002,85694,26.15,42482.56,1,0.20739878042661303,0.4291754756871029,Medium,High,2000
2002,85694,27.03,42482.56,1,0.20739878042661303,0.6152219873150102,Medium,High,2000
2002,85694,26.12,42482.56,1,0.20739878042661303,0.4228329809725153,Medium,High,2000
2002,85694,26.75,42482.56,1,0.20739878042661303,0.5560253699788582,Medium,High,2000
2002,85694,26.06,42482.56,1,0.20739878042661303,0.41014799154333925,Medium,High,2000
2002,85694,25.58,42482.56,1,0.20739878042661303,0.3086680761099361,Low,High,2000
2002,85694,27.15,42482.56,1,0.20739878042661303,0.6405919661733606,Medium,High,2000
2002,85694,25.07,42482.56,1,0.20739878042661303,0.20084566596194442,Low,High,2000
2002,85694,27.35,42482.56,1,0.20739878042661303,0.6828752642706126,High,High,2000
2002,85694,26.49,42482.56,1,0.20739878042661303,0.5010570824524301,Medium,High,2000
2002,27621,26.66,42482.56,1,0.054033069506175785,0.5369978858350946,Medium,Medium,2000
2002,27621,27.72,42482.56,1,0.054033069506175785,0.7610993657505274,High,Medium,2000
2002,27621,26.79,42482.56,1,0.054033069506175785,0.5644820295983077,Medium,Medium,2000
2002,27621,24.91,42482.56,1,0.054033069506175785,0.16701902748414366,Low,Medium,2000
2002,27621,25.76,42482.56,1,0.054033069506175785,0.3467230443974625,Medium,Medium,2000
2002,27621,26.55,42482.56,1,0.054033069506175785,0.5137420718816061,Medium,Medium,2000
2002,27621,26.63,42482.56,1,0.054033069506175785,0.530655391120507,Medium,Medium,2000
2002,27621,26.7,42482.56,1,0.054033069506175785,0.545454545454545,Medium,Medium,2000
2002,27621,27.67,42482.56,1,0.054033069506175785,0.750528541226215,High,Medium,2000
2002,27621,26.15,42482.56,1,0.054033069506175785,0.4291754756871029,Medium,Medium,2000
2002,27621,27.03,42482.56,1,0.054033069506175785,0.6152219873150102,Medium,Medium,2000
2002,27621,26.12,42482.56,1,0.054033069506175785,0.4228329809725153,Medium,Medium,2000
2002,27621,26.75,42482.56,1,0.054033069506175785,0.5560253699788582,Medium,Medium,2000
2002,27621,26.06,42482.56,1,0.054033069506175785,0.41014799154333925,Medium,Medium,2000
2002,27621,25.58,42482.56,1,0.054033069506175785,0.3086680761099361,Low,Medium,2000
2002,27621,27.15,42482.56,1,0.054033069506175785,0.6405919661733606,Medium,Medium,2000
2002,27621,25.07,42482.56,1,0.054033069506175785,0.20084566596194442,Low,Medium,2000
2002,27621,27.35,42482.56,1,0.054033069506175785,0.6828752642706126,High,Medium,2000
2002,27621,26.49,42482.56,1,0.054033069506175785,0.5010570824524301,Medium,Medium,2000
2004,270436,26.11,35113.0,0,0.6952862353000209,0.4207188160676525,Medium,Very High,2000
2004,270436,27.63,35113.0,0,0.6952862353000209,0.7420718816067646,High,Very High,2000
2004,270436,26.25,35113.0,0,0.6952862353000209,0.4503171247357285,Medium,Very High,2000
2004,270436,24.85,35113.0,0,0.6952862353000209,0.15433403805496848,Low,Very High,2000
2004,270436,25.25,35113.0,0,0.6952862353000209,0.23890063424947083,Low,Very High,2000
2004,270436,26.22,35113.0,0,0.6952862353000209,0.4439746300211409,Medium,Very High,2000
2004,270436,26.24,35113.0,0,0.6952862353000209,0.44820295983086567,Medium,Very High,2000
2004,270436,26.63,35113.0,0,0.6952862353000209,0.530655391120507,Medium,Very High,2000
2004,270436,27.23,35113.0,0,0.6952862353000209,0.6575052854122614,Medium,Very High,2000
2004,270436,25.98,35113.0,0,0.6952862353000209,0.3932346723044393,Medium,Very High,2000
2004,270436,26.64,35113.0,0,0.6952862353000209,0.5327695560253698,Medium,Very High,2000
2004,270436,25.59,35113.0,0,0.6952862353000209,0.3107822410147989,Low,Very High,2000
2004,270436,26.41,35113.0,0,0.6952862353000209,0.48414376321353014,Medium,Very High,2000
2004,270436,25.69,35113.0,0,0.6952862353000209,0.3319238900634245,Low,Very High,2000
2004,270436,25.32,35113.0,0,0.6952862353000209,0.25369978858350883,Low,Very High,2000
2004,270436,27.16,35113.0,0,0.6952862353000209,0.6427061310782234,Medium,Very High,2000
2004,270436,24.69,35113.0,0,0.6952862353000209,0.12050739957716683,Low,Very High,2000
2004,270436,27.29,35113.0,0,0.6952862353000209,0.6701902748414366,High,Very High,2000
2004,270436,25.95,35113.0,0,0.6952862353000209,0.3868921775898517,Medium,Very High,2000
2004,19073,26.11,35113.0,0,0.0314585495580433,0.4207188160676525,Medium,Medium,2000
2004,19073,27.63,35113.0,0,0.0314585495580433,0.7420718816067646,High,Medium,2000
2004,19073,26.25,35113.0,0,0.0314585495580433,0.4503171247357285,Medium,Medium,2000
2004,19073,24.85,35113.0,0,0.0314585495580433,0.15433403805496848,Low,Medium,2000
2004,19073,25.25,35113.0,0,0.0314585495580433,0.23890063424947083,Low,Medium,2000
2004,19073,26.22,35113.0,0,0.0314585495580433,0.4439746300211409,Medium,Medium,2000
2004,19073,26.24,35113.0,0,0.0314585495580433,0.44820295983086567,Medium,Medium,2000
2004,19073,26.63,35113.0,0,0.0314585495580433,0.530655391120507,Medium,Medium,2000
2004,19073,27.23,35113.0,0,0.0314585495580433,0.6575052854122614,Medium,Medium,2000
2004,19073,25.98,35113.0,0,0.0314585495580433,0.3932346723044393,Medium,Medium,2000
2004,19073,26.64,35113.0,0,0.0314585495580433,0.5327695560253698,Medium,Medium,2000
2004,19073,25.59,35113.0,0,0.0314585495580433,0.3107822410147989,Low,Medium,2000
2004,19073,26.41,35113.0,0,0.0314585495580433,0.48414376321353014,Medium,Medium,2000
2004,19073,25.69,35113.0,0,0.0314585495580433,0.3319238900634245,Low,Medium,2000
2004,19073,25.32,35113.0,0,0.0314585495580433,0.25369978858350883,Low,Medium,2000
2004,19073,27.16,35113.0,0,0.0314585495580433,0.6427061310782234,Medium,Medium,2000
2004,19073,24.69,35113.0,0,0.0314585495580433,0.12050739957716683,Low,Medium,2000
2004,19073,27.29,35113.0,0,0.0314585495580433,0.6701902748414366,High,Medium,2000
2004,19073,25.95,35113.0,0,0.0314585495580433,0.3868921775898517,Medium,Medium,2000
2004,188091,26.11,35113.0,0,0.47782029646883595,0.4207188160676525,Medium,Very High,2000
2004,188091,27.63,35113.0,0,0.47782029646883595,0.7420718816067646,High,Very High,2000
2004,188091,26.25,35113.0,0,0.47782029646883595,0.4503171247357285,Medium,Very High,2000
2004,188091,24.85,35113.0,0,0.47782029646883595,0.15433403805496848,Low,Very High,2000
2004,188091,25.25,35113.0,0,0.47782029646883595,0.23890063424947083,Low,Very High,2000
2004,188091,26.22,35113.0,0,0.47782029646883595,0.4439746300211409,Medium,Very High,2000
2004,188091,26.24,35113.0,0,0.47782029646883595,0.44820295983086567,Medium,Very High,2000
2004,188091,26.63,35113.0,0,0.47782029646883595,0.530655391120507,Medium,Very High,2000
2004,188091,27.23,35113.0,0,0.47782029646883595,0.6575052854122614,Medium,Very High,2000
2004,188091,25.98,35113.0,0,0.47782029646883595,0.3932346723044393,Medium,Very High,2000
2004,188091,26.64,35113.0,0,0.47782029646883595,0.5327695560253698,Medium,Very High,2000
2004,188091,25.59,35113.0,0,0.47782029646883595,0.3107822410147989,Low,Very High,2000
2004,188091,26.41,35113.0,0,0.47782029646883595,0.48414376321353014,Medium,Very High,2000
2004,188091,25.69,35113.0,0,0.47782029646883595,0.3319238900634245,Low,Very High,2000
2004,188091,25.32,35113.0,0,0.47782029646883595,0.25369978858350883,Low,Very High,2000
2004,188091,27.16,35113.0,0,0.47782029646883595,0.6427061310782234,Medium,Very High,2000
2004,188091,24.69,35113.0,0,0.47782029646883595,0.12050739957716683,Low,Very High,2000
2004,188091,27.29,35113.0,0,0.47782029646883595,0.6701902748414366,High,Very High,2000
2004,188091,25.95,35113.0,0,0.47782029646883595,0.3868921775898517,Medium,Very High,2000
2004,29756,26.11,35113.0,0,0.05967141766823274,0.4207188160676525,Medium,Medium,2000
2004,29756,27.63,35113.0,0,0.05967141766823274,0.7420718816067646,High,Medium,2000
2004,29756,26.25,35113.0,0,0.05967141766823274,0.4503171247357285,Medium,Medium,2000
2004,29756,24.85,35113.0,0,0.05967141766823274,0.15433403805496848,Low,Medium,2000
2004,29756,25.25,35113.0,0,0.05967141766823274,0.23890063424947083,Low,Medium,2000
2004,29756,26.22,35113.0,0,0.05967141766823274,0.4439746300211409,Medium,Medium,2000
2004,29756,26.24,35113.0,0,0.05967141766823274,0.44820295983086567,Medium,Medium,2000
2004,29756,26.63,35113.0,0,0.05967141766823274,0.530655391120507,Medium,Medium,2000
2004,29756,27.23,35113.0,0,0.05967141766823274,0.6575052854122614,Medium,Medium,2000
2004,29756,25.98,35113.0,0,0.05967141766823274,0.3932346723044393,Medium,Medium,2000
2004,29756,26.64,35113.0,0,0.05967141766823274,0.5327695560253698,Medium,Medium,2000
2004,29756,25.59,35113.0,0,0.05967141766823274,0.3107822410147989,Low,Medium,2000
2004,29756,26.41,35113.0,0,0.05967141766823274,0.48414376321353014,Medium,Medium,2000
2004,29756,25.69,35113.0,0,0.05967141766823274,0.3319238900634245,Low,Medium,2000
2004,29756,25.32,35113.0,0,0.05967141766823274,0.25369978858350883,Low,Medium,2000
2004,29756,27.16,35113.0,0,0.05967141766823274,0.6427061310782234,Medium,Medium,2000
2004,29756,24.69,35113.0,0,0.05967141766823274,0.12050739957716683,Low,Medium,2000
2004,29756,27.29,35113.0,0,0.05967141766823274,0.6701902748414366,High,Medium,2000
2004,29756,25.95,35113.0,0,0.05967141766823274,0.3868921775898517,Medium,Medium,2000
2004,7161,26.11,35113.0,0,0.0,0.4207188160676525,Medium,Low,2000
2004,7161,27.63,35113.0,0,0.0,0.7420718816067646,High,Low,2000
2004,7161,26.25,35113.0,0,0.0,0.4503171247357285,Medium,Low,2000
2004,7161,24.85,35113.0,0,0.0,0.15433403805496848,Low,Low,2000
2004,7161,25.25,35113.0,0,0.0,0.23890063424947083,Low,Low,2000
2004,7161,26.22,35113.0,0,0.0,0.4439746300211409,Medium,Low,2000
2004,7161,26.24,35113.0,0,0.0,0.44820295983086567,Medium,Low,2000
2004,7161,26.63,35113.0,0,0.0,0.530655391120507,Medium,Low,2000
2004,7161,27.23,35113.0,0,0.0,0.6575052854122614,Medium,Low,2000
2004,7161,25.98,35113.0,0,0.0,0.3932346723044393,Medium,Low,2000
2004,7161,26.64,35113.0,0,0.0,0.5327695560253698,Medium,Low,2000
2004,7161,25.59,35113.0,0,0.0,0.3107822410147989,Low,Low,2000
2004,7161,26.41,35113.0,0,0.0,0.48414376321353014,Medium,Low,2000
2004,7161,25.69,35113.0,0,0.0,0.3319238900634245,Low,Low,2000
2004,7161,25.32,35113.0,0,0.0,0.25369978858350883,Low,Low,2000
2004,7161,27.16,35113.0,0,0.0,0.6427061310782234,Medium,Low,2000
2004,7161,24.69,35113.0,0,0.0,0.12050739957716683,Low,Low,2000
2004,7161,27.29,35113.0,0,0.0,0.6701902748414366,High,Low,2000
2004,7161,25.95,35113.0,0,0.0,0.3868921775898517,Medium,Low,2000
2004,9082,26.11,35113.0,0,0.005073192889607218,0.4207188160676525,Medium,Low,2000
2004,9082,27.63,35113.0,0,0.005073192889607218,0.7420718816067646,High,Low,2000
2004,9082,26.25,35113.0,0,0.005073192889607218,0.4503171247357285,Medium,Low,2000
2004,9082,24.85,35113.0,0,0.005073192889607218,0.15433403805496848,Low,Low,2000
2004,9082,25.25,35113.0,0,0.005073192889607218,0.23890063424947083,Low,Low,2000
2004,9082,26.22,35113.0,0,0.005073192889607218,0.4439746300211409,Medium,Low,2000
2004,9082,26.24,35113.0,0,0.005073192889607218,0.44820295983086567,Medium,Low,2000
2004,9082,26.63,35113.0,0,0.005073192889607218,0.530655391120507,Medium,Low,2000
2004,9082,27.23,35113.0,0,0.005073192889607218,0.6575052854122614,Medium,Low,2000
2004,9082,25.98,35113.0,0,0.005073192889607218,0.3932346723044393,Medium,Low,2000
2004,9082,26.64,35113.0,0,0.005073192889607218,0.5327695560253698,Medium,Low,2000
2004,9082,25.59,35113.0,0,0.005073192889607218,0.3107822410147989,Low,Low,2000
2004,9082,26.41,35113.0,0,0.005073192889607218,0.48414376321353014,Medium,Low,2000
2004,9082,25.69,35113.0,0,0.005073192889607218,0.3319238900634245,Low,Low,2000
2004,9082,25.32,35113.0,0,0.005073192889607218,0.25369978858350883,Low,Low,2000
2004,9082,27.16,35113.0,0,0.005073192889607218,0.6427061310782234,Medium,Low,2000
2004,9082,24.69,35113.0,0,0.005073192889607218,0.12050739957716683,Low,Low,2000
2004,9082,27.29,35113.0,0,0.005073192889607218,0.6701902748414366,High,Low,2000
2004,9082,25.95,35113.0,0,0.005073192889607218,0.3868921775898517,Medium,Low,2000
2004,88588,26.11,35113.0,0,0.2150415811671249,0.4207188160676525,Medium,High,2000
2004,88588,27.63,35113.0,0,0.2150415811671249,0.7420718816067646,High,High,2000
2004,88588,26.25,35113.0,0,0.2150415811671249,0.4503171247357285,Medium,High,2000
2004,88588,24.85,35113.0,0,0.2150415811671249,0.15433403805496848,Low,High,2000
2004,88588,25.25,35113.0,0,0.2150415811671249,0.23890063424947083,Low,High,2000
2004,88588,26.22,35113.0,0,0.2150415811671249,0.4439746300211409,Medium,High,2000
2004,88588,26.24,35113.0,0,0.2150415811671249,0.44820295983086567,Medium,High,2000
2004,88588,26.63,35113.0,0,0.2150415811671249,0.530655391120507,Medium,High,2000
2004,88588,27.23,35113.0,0,0.2150415811671249,0.6575052854122614,Medium,High,2000
2004,88588,25.98,35113.0,0,0.2150415811671249,0.3932346723044393,Medium,High,2000
2004,88588,26.64,35113.0,0,0.2150415811671249,0.5327695560253698,Medium,High,2000
2004,88588,25.59,35113.0,0,0.2150415811671249,0.3107822410147989,Low,High,2000
2004,88588,26.41,35113.0,0,0.2150415811671249,0.48414376321353014,Medium,High,2000
2004,88588,25.69,35113.0,0,0.2150415811671249,0.3319238900634245,Low,High,2000
2004,88588,25.32,35113.0,0,0.2150415811671249,0.25369978858350883,Low,High,2000
2004,88588,27.16,35113.0,0,0.2150415811671249,0.6427061310782234,Medium,High,2000
2004,88588,24.69,35113.0,0,0.2150415811671249,0.12050739957716683,Low,High,2000
2004,88588,27.29,35113.0,0,0.2150415811671249,0.6701902748414366,High,High,2000
2004,88588,25.95,35113.0,0,0.2150415811671249,0.3868921775898517,Medium,High,2000
2004,27132,26.11,35113.0,0,0.05274166329950325,0.4207188160676525,Medium,Medium,2000
2004,27132,27.63,35113.0,0,0.05274166329950325,0.7420718816067646,High,Medium,2000
2004,27132,26.25,35113.0,0,0.05274166329950325,0.4503171247357285,Medium,Medium,2000
2004,27132,24.85,35113.0,0,0.05274166329950325,0.15433403805496848,Low,Medium,2000
2004,27132,25.25,35113.0,0,0.05274166329950325,0.23890063424947083,Low,Medium,2000
2004,27132,26.22,35113.0,0,0.05274166329950325,0.4439746300211409,Medium,Medium,2000
2004,27132,26.24,35113.0,0,0.05274166329950325,0.44820295983086567,Medium,Medium,2000
2004,27132,26.63,35113.0,0,0.05274166329950325,0.530655391120507,Medium,Medium,2000
2004,27132,27.23,35113.0,0,0.05274166329950325,0.6575052854122614,Medium,Medium,2000
2004,27132,25.98,35113.0,0,0.05274166329950325,0.3932346723044393,Medium,Medium,2000
2004,27132,26.64,35113.0,0,0.05274166329950325,0.5327695560253698,Medium,Medium,2000
2004,27132,25.59,35113.0,0,0.05274166329950325,0.3107822410147989,Low,Medium,2000
2004,27132,26.41,35113.0,0,0.05274166329950325,0.48414376321353014,Medium,Medium,2000
2004,27132,25.69,35113.0,0,0.05274166329950325,0.3319238900634245,Low,Medium,2000
2004,27132,25.32,35113.0,0,0.05274166329950325,0.25369978858350883,Low,Medium,2000
2004,27132,27.16,35113.0,0,0.05274166329950325,0.6427061310782234,Medium,Medium,2000
2004,27132,24.69,35113.0,0,0.05274166329950325,0.12050739957716683,Low,Medium,2000
2004,27132,27.29,35113.0,0,0.05274166329950325,0.6701902748414366,High,Medium,2000
2004,27132,25.95,35113.0,0,0.05274166329950325,0.3868921775898517,Medium,Medium,2000
2005,304978,25.85,35342.0,0,0.7865086344633798,0.36575052854122614,Medium,Very High,2000
2005,304978,26.83,35342.0,0,0.7865086344633798,0.5729386892177581,Medium,Very High,2000
2005,304978,26.28,35342.0,0,0.7865086344633798,0.45665961945031697,Medium,Very High,2000
2005,304978,24.12,35342.0,0,0.7865086344633798,0.0,Low,Very High,2000
2005,304978,25.48,35342.0,0,0.7865086344633798,0.2875264270613105,Low,Very High,2000
2005,304978,25.82,35342.0,0,0.7865086344633798,0.35940803382663766,Medium,Very High,2000
2005,304978,25.72,35342.0,0,0.7865086344633798,0.3382663847780121,Medium,Very High,2000
2005,304978,26.73,35342.0,0,0.7865086344633798,0.5517970401691326,Medium,Very High,2000
2005,304978,27.49,35342.0,0,0.7865086344633798,0.7124735729386886,High,Very High,2000
2005,304978,25.4,35342.0,0,0.7865086344633798,0.27061310782240966,Low,Very High,2000
2005,304978,25.77,35342.0,0,0.7865086344633798,0.3488372093023253,Medium,Very High,2000
2005,304978,25.62,35342.0,0,0.7865086344633798,0.3171247357293865,Low,Very High,2000
2005,304978,26.23,35342.0,0,0.7865086344633798,0.44608879492600373,Medium,Very High,2000
2005,304978,26.11,35342.0,0,0.7865086344633798,0.4207188160676525,Medium,Very High,2000
2005,304978,25.09,35342.0,0,0.7865086344633798,0.20507399577167007,Low,Very High,2000
2005,304978,26.51,35342.0,0,0.7865086344633798,0.5052854122621566,Medium,Very High,2000
2005,304978,25.07,35342.0,0,0.7865086344633798,0.20084566596194442,Low,Very High,2000
2005,304978,26.72,35342.0,0,0.7865086344633798,0.5496828752642697,Medium,Very High,2000
2005,304978,26.3,35342.0,0,0.7865086344633798,0.46088794926004173,Medium,Very High,2000
2005,19385,25.85,35342.0,0,0.032282514254325156,0.36575052854122614,Medium,Medium,2000
2005,19385,26.83,35342.0,0,0.032282514254325156,0.5729386892177581,Medium,Medium,2000
2005,19385,26.28,35342.0,0,0.032282514254325156,0.45665961945031697,Medium,Medium,2000
2005,19385,24.12,35342.0,0,0.032282514254325156,0.0,Low,Medium,2000
2005,19385,25.48,35342.0,0,0.032282514254325156,0.2875264270613105,Low,Medium,2000
2005,19385,25.82,35342.0,0,0.032282514254325156,0.35940803382663766,Medium,Medium,2000
2005,19385,25.72,35342.0,0,0.032282514254325156,0.3382663847780121,Medium,Medium,2000
2005,19385,26.73,35342.0,0,0.032282514254325156,0.5517970401691326,Medium,Medium,2000
2005,19385,27.49,35342.0,0,0.032282514254325156,0.7124735729386886,High,Medium,2000
